userRating,reviewText
5.0,"I purchased two of these one for my Samsung tablet and one for my samsung galaxy note. Great hardware that is truly speedy, responsive and meet my needs!"
5.0,"As advertised, spec match. As long a the device you a using it in can handle it (i.e. USB 3.0, not some crapple bs) it delivers the advertised speed. P.S. The speed is READ, not WRITE, but you knew that, right?"
5.0,This item is great! I can't believe how small it is. Imagine 64gb this size back in the 70's when they had whole building full of computer that couldn't pack this much space! Great item.
5.0,"I've been trying for a while to get a hold of a 32GB Micro SD for my phone and tablet. It's pretty fast compared to the 16GB card I've been using. I really saw the performance boost with my phone, which I have many apps, pictures, music, and other document on. The phone boot fully stable in about 2 min a apposed to 5-6 mins. My computer also can write to these card much faster than the 16GB one I wa using. If you phone, tablet or any other device can support it I recommend you purchase these. Also you pay like half the price using Amazon a opposed to other retail store who's price is at least double or more. I've seen these same card going for about $72 in my area."
1.0,"I bought 2 of those SanDisk 32 GB microSD , used them on my Galaxy Note and Galaxy S4First one , my phone started saying it wa removed , then recognize it again :) then diedI thought it's just a luck , plugged in the 2nd one :) stayed for about 2 month and died suddenly ! and lost everythingnever buying from SanDisk again .. ever"
4.0,The memory card is an excellent condition and work a described. Dependable and easy to use. An excellent choice for the enthusiast who requires more storage.
5.0,I've got a couple of these in varying sizes. I've had no problem and no complaint about speed. I always end up buying more because the price are so low for what you get.
5.0,I only had 8 gig of memory on my Note 2 and wa running out of room. Now I have so much memory space available I don't know what to do with it.
5.0,Bought it for my Surface Pro. I've had it in there for a few month and I've had no problems. Very fast and stable.
5.0,I would recommend this card to everyone.Data Transfer speed - excellent with this card on my Galaxy S2. Didn't need to format the card or anything. I am 100% satisfied.
1.0,"I bougth this micro SD card after some trubles with other that i got from Kingston, i can tell that SanDisk is other quality, this is the best, my i9300 phone can read a 64GB very fast, the dta transfer speed from my pc to my is amazing, if you are looking for additional storage to you phone, for music, picture and other type of files, this is for you.Pros-Very good quality material of construction-Amazing speedUpdate after one year this memory is damaged I can not delete or put new file on it, I can not format this memory, I tried to format with my phone, with my pc, with a camera and nothing, now this is like a 64gb cd, the data in the memory is only available to read but I can not move, or delete it, I bought this memory to be used to backup all my data of my android device but now is only a readable memory I can not write data on it any more, I hope sandisk make a better product in the future!!! Total disagree I will buy a Samsung memory card expected a better quality."
5.0,"Using this in a contout gps camera, don't waste your time buying any other brand it will be a waste. Buy the best to start with."
5.0,"This is a fantastic little drive, ha all the gigabyte it says, work in all way I can discern and I use it to hold the flac recording I play on my excellent Fiio X5 digital audio player. This is the real thing and not one of the fake that, evidently, are out there."
5.0,"I am very happy with this Micro SD. I could tell the difference in the response time in my BB curve a well a my Asus tablet. If you want something that can transfer file Photos, Videos, and Music faster this is the Micro SD card for you. Now I will say this there are faster card out there but not at this price. This doe the trick for my devices. Now it you are a Professional Photographer you might want to go with the Ultra 3 Micro SD but if you are an everyday user this will work wonder for you device."
5.0,"I've purchased several of these little baby over the years, and I always buy SanDisk. I've never had one fail, the price is great for the amount of storage you get."
1.0,"Ordered this for a Galaxy S3. Lasted a few month and then broke. Is not accessible on several different PC's.Says ""limited lifetime"" warranty - BS. You have ONE MONTH for Eco Zone. Not only did I lose picture but now I am out $$ because of a crappy return policy.In the future I will be buying Kingston, not Sandisk.-----------------Update: Amazon Customer service made good and refunded my purchase price. I still will not be buying any more Sandisk memory card however..."
4.0,"more like 8mb/s in my Note 10.1 and that's using SanDisk's own app. A bit faster in my Note II, but still a disappointment for device with quad core processors. Not sure if it's the card or the device, so benefit of the doubt and four stars."
5.0,"not much to say other than plug and play, good quality and fit a lot of video ...good good good"
5.0,"A new camcorder required fast SD (micro) and SanDisk product have always provided first class service, so the extra cost is well worth it."
5.0,"This tiny marvel doe what it claims. The only possible problem is that it is SO small that you may lose it if you happen to drop it during handling. But with 16 GB capacity, you won't be handling it often."
5.0,It doe the job and the price wa right. It came quickly so I'm very happy for the purchase. I would recommend it and would but it again.
2.0,"I used this for a few month in my phone, then it decided to quit mounting. I lost some picture of pet who died shortly after. I got a replacement card, but I had to send in the old one, giving up any chance of recovering it contents. The new one's worked fine, but failing after 3 month in inexcusable."
5.0,"A memory card either work or it doesn't. This wa always going to be a one star or five star review - no middle ground.The adapter is a nice bonus too, though I don't think I have anything to use it with."
5.0,"I purchased this card to use in my ContourROAM2 and it work great. All I had to do wa put the card in the camera, format it, and I wa good to go. It allows me to easily record hour of 720p/60fps video without running out of space or slowing down."
5.0,Upgraded from 32GB to 64GB card for my Galaxy Note phone. Looks like it work fine and ha full capacity. Good product.
4.0,"everything about it wa great, except for the adapter. It wa to tight i had to use a tool to take it back out of the adapter causing me to chip it. so my fault i guess, but i also bought a 16gb version and the adapter for that one wa fine."
5.0,"Liked the first one I purchased so much, I bought a second one. Very, very fast read and write speed at a good price, plus SanDisk ha the best software and device compatibility. Forget thumb drive - this is your most flexible, durable option. Use direct in your tablet or smart phone and/or buy a decent usb card reader you can load this in and, voila, instant super-speedy, upgradeable thumb drive. Works great in my tablet and in my newer card reader - and still kick the butt of every thumb drive I know of even when used with my old plastic USB 2.0 card reader held together with scotch tape, lol. Have purchased several microSD card since they first came out, from 2GB to 32GB, and all still work fine - I cannot say the same re the thumb drive I purchased during that same time period.One point - beware of counterfeits. Samsung is the number one brand so, unfortunately, they get counterfeited a LOT. So check review and only buy from a reliable seller. I suggest buying direct from Amazon (or Memory Mogul) - I have purchased from both with no issues."
5.0,Really you can't say anything bad about it. Does what it says. Super fast and great storage size for lot of movie and such.
4.0,"Used in my phone it's plenty fast and work just like it should. Unexpectedly come with mini and full SD card size adapters, which is nice. &#34;Fool-proof&#34; packaging or whatever it was, that wa laughable. Packaging wa decent it just shouldn't have bragged about being impossible to mess up when I messed it up."
5.0,This is just the standard micro SD card i would recommend this to anyone. i purchased this for my dad who is using it to expand the memory on his tablet! it shipped fast and is a slight bit cheaper than in the store i believe.
5.0,"I ordered this for my new Samsung Galaxy note II, and it work awesome! Installed it, and had no problems. I loaded all my music on it, and didn't even scratch the surface of the capacity of this card! I shouldn't ever have to worry about running outta room with this card. Highly recommended for any smartphone user!"
5.0,Great Deal and much faster file movement.Definitely worth the purchase and sandisk ha proved why they have good products.
5.0,"You'll pay $10 more for these anywhere else. I wa initially leery of buying another SD card on amazon. 4 year ago I did so, and the card wa a fake (said it had 32 gig when plugged into the computer, but you could only load about 11 onto it, and it would say &#34;full.&#34; Apparently there's a way to fool your computer into thinking there's more space than there is, and this is what the fake/counterfeit card will do).Not so with this one. It's the real deal, genuine SanDisk, and contains a many GB a it say it does. I'm a very pleased customer."
5.0,"Use this in my Samsung Galaxy S4. Have had it for almost a year now, no problems, really expands your memory capabilities, easy enough to install."
5.0,"32gb of storage for my new Asus tablet, what's not to love? I can't imagine paying more for the model with the upgraded storage, especially since it's usually like $100 more. This thing wa cheap and work great."
5.0,"excellent quality, excellent speed. no complaint here. very easy to use, reliable and the red stripe on the front make it easy to find on a crowded desk"
3.0,"This card advertises itself a UHS1 but it's actually UHS50.This mean that it will not go up to SDR104 speeds/throughput.Not necessary bad, just false advertising."
5.0,"Purchase for HP tablet to have more memory for music download, pictures, and video. Have enough room to store and some memory left over."
5.0,"Can there be anything wrong with a sandisk product? the item read to it sooooo quickly, I am quite happy,"
5.0,A lot of people want big memory which is fine. But you need to look at speed class. This one is class 10. Which is great when your taking picture or video. It will not freeze because it can move the MB/s fast enough. Lesser speed card will freeze or will say waiting for camera and you will miss the moment. Its also a Sandisk which is a name you can trust when it come to memory cards.
5.0,"fast transfer rates, I downloaded about 2GB of video form the card to my laptop through a card reader, all in about a minute"
5.0,"There is something to be said about SanDisk. You plug it in and it just works. I've never had one be DOA or any memory issue throughout the years, both for my camera and storage products. I installed this in my Galaxy SIII and it recognized it right away and I wa able to dump my music onto it. Speed seems great a well, no complaints."
5.0,"How do I praise extra memory? It fill my MP3 player with every song my heart desires, the sound quality is perfect. The ease of use is superb. It's great."
5.0,"All though it state 16gig it only ha 14.8gig available but I know that happens and expected it, keep this in mind if your wanting more storage you might want to order the 32gig card. It wa exactly what i expected and needed so no complaints."
5.0,"doe the job a advertised.if you need extra memory on your phone/tablet or whatever device, this is bext buy(price/quality)"
5.0,Needed for my cell phone - work perfectly. SanDisk ha never been a disappointment in the 30 plus year I've been in IT/computer work.
5.0,"Priced right, this memory card also read and writes fast. It's a noticeable difference over cheaper cards. I put it in my phone and plan to buy another one for my tablet."
5.0,"work great on my sprint htc evo 4g lte. Formatted w/ fat32 so of course the maximum file size is 4gb meaning no full length hidef movies. However, this isn't a problem; I bought the card for putting a music library on my phone.Like all class 10 micro-sdhc cards, it doe NOT do 10MB/s, but it's closer than any other class 10 card I've ever tried. Most do 3-4MB/s. Kingston 32GB did 7MB/s. This card doe about 8-9MB/s.Can't wait till 128GB and 256GB card become available and affordable."
5.0,"**Update 6.24.14**My 128 GB card stopped allowing writes via any of my card-readers on a Windows PC--either when it wa inside any of several full-size SD card adapter (with the write-protect tab in either position) or plugged directly into the microSD slot of the reader. MicroSD card have no write-protect tab, so I wa quite surprised and worried by this. After failing to find any workable solution by searching online, I finally put it in my Chromebook and created a new folder on it there, then stuck it back in my Windows PC and it no longer gave me a write-protect error. If anyone ha a similar problem, I'd recommend doing something similar by putting it in any other PC, laptop, camera, etc you have available and try writing to it there.----------------------------------------------This portion of my review is necessarily being written a an update to my original review of the 64 GB version of this card, since Amazon disallows multiple review for what they consider the same item. This portion concern the 128 GB version of this card:I don't need a fast card, so the speed on this card were not that important, besides which my test PC is not exactly high-end. Therefore I didn't count off for the speed result I got below, using a USB 2.0 card adapter, but I thought they might be relevant to some readers. While the card did reach the Class-10 and/or UHS-I requirements, it came in at under 2/3 of the claimed ""read speed up to 30 MB/s for fast file transfer."" Then again, running on a second PC using a different USB 2.0 card reader, none of the speed even hit 5 MB/s, so this seems to be highly system-dependent.I only just got the card this week, and so far it work on *select* SDXC-compatible device and exFAT-compatible operating systems: some SDXC-compatible devices, such a the Panasonic HDC-TM40, do not allow card larger than 64 GB (for whatever reason); this wa stated in the manual, and I've confirmed this card is recognized a broken/corrupt/unusable in that device, whereas 64 GB exFAT card work fine. The 128 GB work fine (with original exFAT formatting) in my Toshiba Excite 7.7 Android tablet, and (predictably) not at all in my non-SDXC-compatible Galaxy Note 2 (though it possibly would if reformatted to FAT32, since a 64 GB card in FAT32 work fine there).I'll update my review to reflect any problems, issues, etc that I notice in the coming day & weeks.-----------------------------------------------------------------------CrystalDiskMark 3.0.3 (C) 2007-2013 hiyohiyoCrystal Dew World : [url removed a per Amazon rules]-----------------------------------------------------------------------* MB/s = 1,000,000 byte/s [SATA/300 = 300,000,000 byte/s]Sequential Read : 18.694 MB/sSequential Write : 11.921 MB/sRandom Read 512KB : 18.502 MB/sRandom Write 512KB : 0.680 MB/sRandom Read 4KB (QD=1) : 3.339 MB/s [ 815.1 IOPS]Random Write 4KB (QD=1) : 1.581 MB/s [ 386.1 IOPS]Random Read 4KB (QD=32) : 3.151 MB/s [ 769.4 IOPS]Random Write 4KB (QD=32) : 1.564 MB/s [ 381.8 IOPS]Test : 1000 MB [G: 0.0% (0.0/119.1 GB)] (x5)Date : 2014/04/24 16:53:49OS : Windows XP Professional SP3 [5.1 Build 2600] (x86)-------------------------------------------------------------------------------------------------------------------------------The following is my original review of the 64 GB version of this card, published April 24, 2013:This is a high-quality card. I've used it in a variety of devices, through multiple reader on different pcs, in an HD camcorder using a micro to full-sized SD adapter, and I've never once had a problem with it. It even work at full capacity in *some* microSDHC-only device once it reformatted to FAT32 (such a my SanDisk Clip+ FLAC player and supposedly even PSPs via a proper adapter, though I haven't yet tested my PSP). I keep anticipating someone coming out with a card with equal or better capacity and speed at a comparable price, but I haven't seen one yet. If these were cheaper, I'd have several by now.Make sure your device can handle micro or full-sized SDXC cards, or is one of those rare gem that state they support only a high a SDHC but have been tested to work with SDXC card such a this one once they've been manually reformatted to FAT32."
5.0,"Works great in the phone and the wife love it, we got a second for her mom and she is storing lot of picture and video on it"
5.0,I loaded this card up with home movie for my Samsung Galaxy Tab 2. The copy process from computer to card wa fast. There are no skip in the movie quality and I have plenty of room left to go. Wish I had bought another for more collections.
5.0,"Bought this for my S3 and loaded it with 4 season of Futurama, 5 full length HD movies, several documentaries, and a dozen or so 30 minute comedy show with plenty of room left over for pictures, etc...Only slight nitpick is when booting up into recovery mode on the S3 it will not recognize the card. Wanted to update the phone to the latest version of Android and it would not see it. Had to resort to a 2GB MicroSD I had laying around. That wasn't a SD card issue but I thought I would throw that in."
5.0,"I purchased this after my wife and I bought our Samsung Galaxy S4 to store all the music, picture and videos. The S4 camera is capable of capturing 16-megapixels photo so the 16GB microSD that I had will not suffice. As a matter of fact I've already exhausted the remaining space on the card so this 64GB will allow me to take more photo (of our son)."
5.0,"Great storage, ha not failed yet after about a year of usage."
5.0,"Since the wife is using it and it is not causing any problems, then it must be functioning normally. Looks good so far."
5.0,Class 10 speed are the only way to fly and with 29.71GB of usable space I think I should be good for a while.
5.0,"The subject say it all. Does what it's supposed to do ... at a great price. When it's on sale, buy it."
5.0,"Lot of question about this memory card fitting the Samsung Galaxy Tab 3 10.1 tablet. It fit and work no problem at all. The only thing is that after installing, instead of showing 64GB available, it only show 59GB.Tried formatting the card but with same results.Have no idea if this is a limit set by the the Galaxy Tab 3 tablet, or is it just &#34;normal&#34; to buy 64GB and get le than that.As this is surely not a problem coming from the Sandisk memory card, my rating is a 5-STAR. Excellent price, work great, and very quick delivery."
5.0,"When it come to any kind of flash storage SanDisk ha always been my go to brand because they sell quality item and stand by them if there's a problem. So a usual no complaint here, it work a descried and I haven't have any issues. Both read and write speed are right where the spec say they should be."
5.0,"High speed, high capacity of storage. Great durability. I use in my phone and in my digital camera. Work very good"
5.0,THis memory help me to keep all what I want to keep on my cell phone.It is a good brand and it on the right price.
4.0,"I bought this SD card for my android phone thinking that a class 10 will be faster and more reliable than others. it turn out, the difference in class doesn't really matter at least for Android phones. didn't really worth the price difference"
5.0,The SanDisk 32GB Micro SD Class 10 is a reliable SD card with amazing transfer speeds. There is no noticeable lag transfering even the largest RAW image to it. Hadn't had any problem with it.
4.0,good card. work a describes. haven't had any issue with it or going pas metal detectors. no lost file or missing files.
5.0,"Bought this to store music on my phone. Works flawlessly after three month so far, no problems.In my card reader, I average 6-8 megabyte read and write to it."
5.0,"I'm amazed. I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail. VERY impressive service from Amazon!As ha already been reported, the card format out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new). Using two card reader on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in le time than it took to walk to the kitchen and get a cup of coffee. So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operation such a internally backing up my Android phone to the card. Then I'll update this review with some accurate numerical data. But in the mean time on first look, the person who said that the S 3 ha problem with anything faster than class 6 may not have been correct - a full backup of the phone to the card wa significantly faster than the backup with the old 16GB class 6 card. Again no benchmark yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipment like this one often take the full 3 day to arrive)."
5.0,"Excellent, one of the best, can't go wrong with this card, class 10 is necessary and show noticeable but not significant improvement over class 4"
5.0,"I bought the 64GB MicroSD card at Best Buy because I needed one for my Microsoft Surface Pro. It provides all the space I need and for people who need a lot of space (videos, Quick Books, picture editing, games, etc.) this card is the one for you. If you don't need that much space, consider buying one for cheaper with a little le memory.NOTE: Be aware that this is a MicroSDXC format card. While most new computer support this format, many of the older computer do not (This includes all but a few tablet and smartphones). Before buying this, MAKE SURE your computer, tablet, or smartphone is compatible. If it is not, it will not work, period. For others who claim that the card doesn't work no matter what they try, chance are their machine cannot support MicroSDXC format."
4.0,"I got this because I just couldn't pas up the deal, $17.99. It ha been incredibly fast in my HTC Sensation 4g. Pictures are taken and saved instantaneously. Only had it a few days, but have been very happy. Shipping wa fast and the packaging wa easy to open which is always great in my book. Only issue I had wa I had to format it on my computer first before my phone wa able to recognize it."
5.0,"You get a lot of storage at a small price. the micro sd with adapter, class 10 so it's fast . I am happy with this purchase and You will be too. I hope this review is helpful!"
5.0,"The Ultra micro SDHC wa fine once I got it working. Neither the packaging nor the Sansa Clip player inform the user that the player need to be totally off before the microcard is inserted. If not, the unit will not read the card! Otherwise? Love it and the storage for even 16 GB, let alone 32, is tremendous..."
5.0,I upgraded to this after the price dropped. I originally had a 16gig sandisk card and it wa in my mytouch 4g. I found toward my mytouch 4g's end of life that space is running low. So when I got my Galaxy S3 I bought this card. It work flawlessly. I highly recommend it. Now error what so ever. Super fast transfer rate.
5.0,This item wa priced right and fit right into my cell phone without any issues. Does what it is suppose to do and I don't know what else I could say. Being a class 10 it is suppose to be plenty fast for cell phone use which I am sure speed up camera use to some degree. Has worked well and the shipping wa fast.
4.0,"I got this memory card for my Samsung Galaxy S3. I wa running out of room on my Sandisk 32gb Class 4 micro sd card. I also wanted a faster and more durable card. I wa hopping to put lot of medium on it. In addition to nandroid backup and custom roms. I later found out that since this card is formatted in ex-fat it would not work to make nandroid backup or flash custom roms. Most custom recovery and custom rom dont work with ex-fat. So my only choice wa to format the card to fat 32, which meant I couldn't put any file larger than 4gb on it. Besides that this card is great and very reasonable price of $50. If your some one who doesn't root their phone or put custom roms, nandroid backup or put file larger than 4gb than this will not affect you. This memory card is fast and provides the most storage you can put on your mobile device at this time. The card is also water proof, shock proof and come with lifetime warranty. Ive never had any issue with sandisk memory card or usb flash drives. They last a really long time."
5.0,"Using the included adaptor on my MacBook Pro to transfer files, I wa impressed with the speed of this card."
5.0,Got this to store movie and music on my Samsung Note III.Not much to say about a memory card except that it work a expected.
5.0,I purchased this version to expand memory on my 16gb android tablet. Nothing fancy but it doe the job. No problem and it played back flawlessly all the file I transferred.There are so many different microSD card out now but if you see this on sale then you might want to consider it instead of cheaper no-name brand.
5.0,I've ordered other SD card before but this one is the best overall. Shipping wa excellent fast and reliable. I would recommend it to anyone who is looking for a quality product. Thanks again!
5.0,I use this for my phone and it work just a it should and it wa totally worth the money! Great place to store picture and music for phone instead of using the phone memory so it will still run fast.
4.0,"I bought two of these one for Asus infinity and one for Samsung galaxy s3 international version. It worked fine with my Asus but it didn't work on my phone. I formatted this card using the phone,the tablet and my laptop but didn't work I did some test with apps using some apps nothing showed it not working the only way I got it to work is by formatting it in my Canon SLR camera."
2.0,"It work but the actual R/W speed are 18/8 MB/s, not even Class 10. It should be marketed a ""Sandisk Basic"", not Sandisk Ultra"", unless they mean ultra slow. Now is 2014 and there is no excuse for such slow card from Sandisk.*** UPDATE ***I have redone the test with NotePro 12.2"" instead of using non UHS-I PC and the latest result are 32/8.6MB/s. Since the read speed hit 30, I believe the device is DHS-I ready. Still underwhelmed by the write speed though."
4.0,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...Works fine.
5.0,Great for adding a ton of storage to your smartphone or other device. Fast enough for most need and the price is right.
5.0,"You can't possibly go wrong with a San Disc product! Although I purchased this for my son, I have used San Disc in the past and have never been disappointed!"
3.0,Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one wa defective. Sandisk really need to do better quality assurance on their products. The second one work perfectly fine. I use it for my GoPro camera.
4.0,"I bought this for my son's tablet for cartoon videos, movie and &#34;all&#34; game he will be downloading (He's under 5 yr so they'll be small simple games)."
5.0,"I bought this for a friend of mine to put some video on it. Initially, when plugged into the computer, we couldn't find the storage in the directory. However, after finding a micro sd to usb adapter...bingo! Worked like a charm after that. Install the videos, plugged the card in the phone, and we were off to the races.Not sure if we needed the adapter, but we couldn't get the computer to recognize it. We also used a Linux O/S. Go figure."
5.0,"The Sandisk Ultra 64GB Micro Card is a great addition to maximize the Samsung Galaxy IIIS, whatever version you got 16GB or 32GB. Is a very fast memory at a great price. Plenty space for pictures, video and Android Applications. Good for the 1080 video that the Galaxy IIIS use. Super Fast. If you got the most advanced smartphone in the market a I do, this is the memory to get at the right price."
5.0,I installed this on my Samsung tablet tab 2 7.0. There is definitely a performance difference on my tablet especially when i load up all my apps.
5.0,This memory work in Samsung Smartphones .It is a fast memorySandisk is the most reliable memory in the market
5.0,"Love it, good quality good performance, great brand. Could not find better product for my money. Using it for a Samsung Galaxy S4 mini with zero complications."
5.0,"This product arrived in two day (Prime), it wa exactly what I ordered and it work great in my Galaxy S3. I know a class 10 is not exactly needed in a cell phone but it cannot hurt, right? I'm very happy with this purchase."
5.0,I expanded my Samsung Tab 10.1 tablet from 1GB to 32GB work fast and don't see any lags. I can now store more than ten movie on my tab and play right of the flash disc with no problems.Very happy with this card.
5.0,"Update: providing an update with regard to SanDisk support.I bought the memory card in Aug 2012 (see original review below). In May of 2013 while on my cruise to Alaska the card went bad. During the sailing out of San Francisco it wa fine a I used it to take a panorama shot of the Golden Gate Bridge. For most of the cruise I wa using my DSLR but the next time I wanted to use my cell phone, the phone told me I had no memory card loaded. Any way, tested the card on my laptop when I got back and it couldn't recognize it. I contacted SanDisk via email and provide them copy of my receipt from Amazon along with the serial number on the back of the card (very hard to read) and no problems; they told me to send them back the card and they sent me a brand new card which is now still functioning in my cell phone. Great support provide by SanDisk. No hassle a long a you can provide proof of purchase (easy to do since Amazon keep my entire purchase history/invoices online). One reason I buy directly from Amazon itself v other vendor (either on Amazon or elsewhere on the Internet) is that I have confidence that the memory card sold by Amazon itself are genuine. there may be incredible deal elsewhere on the internet but in some case the deal are too good to be true and counterfeit card are being sold.Original review:Just received this today. Removed it from the packaging and inserted it into my Samsung Galaxy S3 (Verizon) and powered the unit back up and the storage wa available. No formatting required. Worked the first time out. Settings showed 29.71GB of total space (32GB version) and 29.71GB of free space. I like the fact that a SD adapter came with it. Should I ever need to insert the card into my laptop it will come in handy. (yes I can plug my phone directly to my laptop but if I ever swap this 32GB card out of my phone and replace it with a 64GB version, I can use this 32GB version via the adapter for other purposes.)"
3.0,"Still don't feel is very fast or is just my phone, I guess I will need to remove it and run some R/W tests. Still Its ok."
